"order_id","customer_id","employee_id","order_date","required_date","shipped_date","ship_via","freight","ship_name","ship_address","ship_city","ship_region","ship_postal_code","ship_country","product_id","unit_price","quantity","discount"
"10439","MEREP",6,"1997-02-07","1997-03-07","1997-02-10",3,"4.07000017","Mère Paillarde","43 rue St. Laurent","Montréal","Québec","H1J 1C3","Canada","74","8.0","30","0.0"
"10440","SAVEA",4,"1997-02-10","1997-03-10","1997-02-28",2,"86.5299988","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","2","15.2","45","0.15"
"10440","SAVEA",4,"1997-02-10","1997-03-10","1997-02-28",2,"86.5299988","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","16","13.9","49","0.15"
"10440","SAVEA",4,"1997-02-10","1997-03-10","1997-02-28",2,"86.5299988","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","29","99.0","24","0.15"
"10440","SAVEA",4,"1997-02-10","1997-03-10","1997-02-28",2,"86.5299988","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","61","22.8","90","0.15"
"10441","OLDWO",3,"1997-02-10","1997-03-24","1997-03-14",2,"73.0199966","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA","27","35.1","50","0.0"
"10442","ERNSH",3,"1997-02-11","1997-03-11","1997-02-18",2,"47.9399986","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","11","16.8","30","0.0"
"10442","ERNSH",3,"1997-02-11","1997-03-11","1997-02-18",2,"47.9399986","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","54","5.9","80","0.0"
"10442","ERNSH",3,"1997-02-11","1997-03-11","1997-02-18",2,"47.9399986","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","66","13.6","60","0.0"
"10443","REGGC",8,"1997-02-12","1997-03-12","1997-02-14",1,"13.9499998","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",NULL,"42100","Italy","11","16.8","6","0.2"
"10443","REGGC",8,"1997-02-12","1997-03-12","1997-02-14",1,"13.9499998","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",NULL,"42100","Italy","28","36.4","12","0.0"
"10444","BERGS",3,"1997-02-12","1997-03-12","1997-02-21",3,"3.5","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","17","31.2","10","0.0"
"10444","BERGS",3,"1997-02-12","1997-03-12","1997-02-21",3,"3.5","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","26","24.9","15","0.0"
"10444","BERGS",3,"1997-02-12","1997-03-12","1997-02-21",3,"3.5","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","35","14.4","8","0.0"
"10444","BERGS",3,"1997-02-12","1997-03-12","1997-02-21",3,"3.5","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","41","7.7","30","0.0"
"10445","BERGS",3,"1997-02-13","1997-03-13","1997-02-20",1,"9.30000019","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","39","14.4","6","0.0"
"10445","BERGS",3,"1997-02-13","1997-03-13","1997-02-20",1,"9.30000019","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","54","5.9","15","0.0"
"10446","TOMSP",6,"1997-02-14","1997-03-14","1997-02-19",1,"14.6800003","Toms Spezialitäten","Luisenstr. 48","Münster",NULL,"44087","Germany","19","7.3","12","0.1"
"10446","TOMSP",6,"1997-02-14","1997-03-14","1997-02-19",1,"14.6800003","Toms Spezialitäten","Luisenstr. 48","Münster",NULL,"44087","Germany","24","3.6","20","0.1"
"10446","TOMSP",6,"1997-02-14","1997-03-14","1997-02-19",1,"14.6800003","Toms Spezialitäten","Luisenstr. 48","Münster",NULL,"44087","Germany","31","10.0","3","0.1"
"10446","TOMSP",6,"1997-02-14","1997-03-14","1997-02-19",1,"14.6800003","Toms Spezialitäten","Luisenstr. 48","Münster",NULL,"44087","Germany","52","5.6","15","0.1"
"10447","RICAR",4,"1997-02-14","1997-03-14","1997-03-07",2,"68.6600037","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil","19","7.3","40","0.0"
"10447","RICAR",4,"1997-02-14","1997-03-14","1997-03-07",2,"68.6600037","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil","65","16.8","35","0.0"
"10447","RICAR",4,"1997-02-14","1997-03-14","1997-03-07",2,"68.6600037","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil","71","17.2","2","0.0"
"10448","RANCH",4,"1997-02-17","1997-03-17","1997-02-24",2,"38.8199997","Rancho grande","Av. del Libertador 900","Buenos Aires",NULL,"1010","Argentina","26","24.9","6","0.0"
"10448","RANCH",4,"1997-02-17","1997-03-17","1997-02-24",2,"38.8199997","Rancho grande","Av. del Libertador 900","Buenos Aires",NULL,"1010","Argentina","40","14.7","20","0.0"
"10449","BLONP",3,"1997-02-18","1997-03-18","1997-02-27",2,"53.2999992","Blondel père et fils","24, place Kléber","Strasbourg",NULL,"67000","France","10","24.8","14","0.0"
"10449","BLONP",3,"1997-02-18","1997-03-18","1997-02-27",2,"53.2999992","Blondel père et fils","24, place Kléber","Strasbourg",NULL,"67000","France","52","5.6","20","0.0"
"10449","BLONP",3,"1997-02-18","1997-03-18","1997-02-27",2,"53.2999992","Blondel père et fils","24, place Kléber","Strasbourg",NULL,"67000","France","62","39.4","35","0.0"
"10450","VICTE",8,"1997-02-19","1997-03-19","1997-03-11",2,"7.23000002","Victuailles en stock","2, rue du Commerce","Lyon",NULL,"69004","France","10","24.8","20","0.2"
"10450","VICTE",8,"1997-02-19","1997-03-19","1997-03-11",2,"7.23000002","Victuailles en stock","2, rue du Commerce","Lyon",NULL,"69004","France","54","5.9","6","0.2"
"10451","QUICK",4,"1997-02-19","1997-03-05","1997-03-12",3,"189.089996","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","55","19.2","120","0.1"
"10451","QUICK",4,"1997-02-19","1997-03-05","1997-03-12",3,"189.089996","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","64","26.6","35","0.1"
"10451","QUICK",4,"1997-02-19","1997-03-05","1997-03-12",3,"189.089996","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","65","16.8","28","0.1"
"10451","QUICK",4,"1997-02-19","1997-03-05","1997-03-12",3,"189.089996","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","77","10.4","55","0.1"
"10452","SAVEA",8,"1997-02-20","1997-03-20","1997-02-26",1,"140.259995","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","28","36.4","15","0.0"
"10452","SAVEA",8,"1997-02-20","1997-03-20","1997-02-26",1,"140.259995","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","44","15.5","100","0.05"
"10453","AROUT",1,"1997-02-21","1997-03-21","1997-02-26",2,"25.3600006","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK","48","10.2","15","0.1"
"10453","AROUT",1,"1997-02-21","1997-03-21","1997-02-26",2,"25.3600006","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK","70","12.0","25","0.1"
"10454","LAMAI",4,"1997-02-21","1997-03-21","1997-02-25",3,"2.74000001","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",NULL,"31000","France","16","13.9","20","0.2"
"10454","LAMAI",4,"1997-02-21","1997-03-21","1997-02-25",3,"2.74000001","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",NULL,"31000","France","33","2.0","20","0.2"
"10454","LAMAI",4,"1997-02-21","1997-03-21","1997-02-25",3,"2.74000001","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",NULL,"31000","France","46","9.6","10","0.2"
"10455","WARTH",8,"1997-02-24","1997-04-07","1997-03-03",2,"180.449997","Wartian Herkku","Torikatu 38","Oulu",NULL,"90110","Finland","39","14.4","20","0.0"
"10455","WARTH",8,"1997-02-24","1997-04-07","1997-03-03",2,"180.449997","Wartian Herkku","Torikatu 38","Oulu",NULL,"90110","Finland","53","26.2","50","0.0"
"10455","WARTH",8,"1997-02-24","1997-04-07","1997-03-03",2,"180.449997","Wartian Herkku","Torikatu 38","Oulu",NULL,"90110","Finland","61","22.8","25","0.0"
"10455","WARTH",8,"1997-02-24","1997-04-07","1997-03-03",2,"180.449997","Wartian Herkku","Torikatu 38","Oulu",NULL,"90110","Finland","71","17.2","30","0.0"
"10456","KOENE",8,"1997-02-25","1997-04-08","1997-02-28",2,"8.11999989","Königlich Essen","Maubelstr. 90","Brandenburg",NULL,"14776","Germany","21","8.0","40","0.15"
"10456","KOENE",8,"1997-02-25","1997-04-08","1997-02-28",2,"8.11999989","Königlich Essen","Maubelstr. 90","Brandenburg",NULL,"14776","Germany","49","16.0","21","0.15"
"10457","KOENE",2,"1997-02-25","1997-03-25","1997-03-03",1,"11.5699997","Königlich Essen","Maubelstr. 90","Brandenburg",NULL,"14776","Germany","59","44.0","36","0.0"
"10458","SUPRD",7,"1997-02-26","1997-03-26","1997-03-04",3,"147.059998","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","26","24.9","30","0.0"
"10458","SUPRD",7,"1997-02-26","1997-03-26","1997-03-04",3,"147.059998","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","28","36.4","30","0.0"
"10458","SUPRD",7,"1997-02-26","1997-03-26","1997-03-04",3,"147.059998","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","43","36.8","20","0.0"
"10458","SUPRD",7,"1997-02-26","1997-03-26","1997-03-04",3,"147.059998","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","56","30.4","15","0.0"
"10458","SUPRD",7,"1997-02-26","1997-03-26","1997-03-04",3,"147.059998","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","71","17.2","50","0.0"
"10459","VICTE",4,"1997-02-27","1997-03-27","1997-02-28",2,"25.0900002","Victuailles en stock","2, rue du Commerce","Lyon",NULL,"69004","France","7","24.0","16","0.05"
"10459","VICTE",4,"1997-02-27","1997-03-27","1997-02-28",2,"25.0900002","Victuailles en stock","2, rue du Commerce","Lyon",NULL,"69004","France","46","9.6","20","0.05"
"10459","VICTE",4,"1997-02-27","1997-03-27","1997-02-28",2,"25.0900002","Victuailles en stock","2, rue du Commerce","Lyon",NULL,"69004","France","72","27.8","40","0.0"
"10460","FOLKO",8,"1997-02-28","1997-03-28","1997-03-03",1,"16.2700005","Folk och fä HB","Åkergatan 24","Bräcke",NULL,"S-844 67","Sweden","68","10.0","21","0.25"
"10460","FOLKO",8,"1997-02-28","1997-03-28","1997-03-03",1,"16.2700005","Folk och fä HB","Åkergatan 24","Bräcke",NULL,"S-844 67","Sweden","75","6.2","4","0.25"
"10461","LILAS",1,"1997-02-28","1997-03-28","1997-03-05",3,"148.610001","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela","21","8.0","40","0.25"
"10461","LILAS",1,"1997-02-28","1997-03-28","1997-03-05",3,"148.610001","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela","30","20.7","28","0.25"
"10461","LILAS",1,"1997-02-28","1997-03-28","1997-03-05",3,"148.610001","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela","55","19.2","60","0.25"
"10462","CONSH",2,"1997-03-03","1997-03-31","1997-03-18",1,"6.17000008","Consolidated Holdings","Berkeley Gardens 12  Brewery","London",NULL,"WX1 6LT","UK","13","4.8","1","0.0"
"10462","CONSH",2,"1997-03-03","1997-03-31","1997-03-18",1,"6.17000008","Consolidated Holdings","Berkeley Gardens 12  Brewery","London",NULL,"WX1 6LT","UK","23","7.2","21","0.0"
"10463","SUPRD",5,"1997-03-04","1997-04-01","1997-03-06",3,"14.7799997","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","19","7.3","21","0.0"
"10463","SUPRD",5,"1997-03-04","1997-04-01","1997-03-06",3,"14.7799997","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","42","11.2","50","0.0"
"10464","FURIB",4,"1997-03-04","1997-04-01","1997-03-14",2,"89.0","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",NULL,"1675","Portugal","4","17.6","16","0.2"
"10464","FURIB",4,"1997-03-04","1997-04-01","1997-03-14",2,"89.0","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",NULL,"1675","Portugal","43","36.8","3","0.0"
"10464","FURIB",4,"1997-03-04","1997-04-01","1997-03-14",2,"89.0","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",NULL,"1675","Portugal","56","30.4","30","0.2"
"10464","FURIB",4,"1997-03-04","1997-04-01","1997-03-14",2,"89.0","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",NULL,"1675","Portugal","60","27.2","20","0.0"
"10465","VAFFE",1,"1997-03-05","1997-04-02","1997-03-14",3,"145.039993","Vaffeljernet","Smagsloget 45","Århus",NULL,"8200","Denmark","24","3.6","25","0.0"
"10465","VAFFE",1,"1997-03-05","1997-04-02","1997-03-14",3,"145.039993","Vaffeljernet","Smagsloget 45","Århus",NULL,"8200","Denmark","29","99.0","18","0.1"
"10465","VAFFE",1,"1997-03-05","1997-04-02","1997-03-14",3,"145.039993","Vaffeljernet","Smagsloget 45","Århus",NULL,"8200","Denmark","40","14.7","20","0.0"
"10465","VAFFE",1,"1997-03-05","1997-04-02","1997-03-14",3,"145.039993","Vaffeljernet","Smagsloget 45","Århus",NULL,"8200","Denmark","45","7.6","30","0.1"
"10465","VAFFE",1,"1997-03-05","1997-04-02","1997-03-14",3,"145.039993","Vaffeljernet","Smagsloget 45","Århus",NULL,"8200","Denmark","50","13.0","25","0.0"
"10466","COMMI",4,"1997-03-06","1997-04-03","1997-03-13",1,"11.9300003","Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","SP","05432-043","Brazil","11","16.8","10","0.0"
"10466","COMMI",4,"1997-03-06","1997-04-03","1997-03-13",1,"11.9300003","Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","SP","05432-043","Brazil","46","9.6","5","0.0"
"10467","MAGAA",8,"1997-03-06","1997-04-03","1997-03-11",2,"4.92999983","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo",NULL,"24100","Italy","24","3.6","28","0.0"
"10467","MAGAA",8,"1997-03-06","1997-04-03","1997-03-11",2,"4.92999983","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo",NULL,"24100","Italy","25","11.2","12","0.0"
"10468","KOENE",3,"1997-03-07","1997-04-04","1997-03-12",3,"44.1199989","Königlich Essen","Maubelstr. 90","Brandenburg",NULL,"14776","Germany","30","20.7","8","0.0"
"10468","KOENE",3,"1997-03-07","1997-04-04","1997-03-12",3,"44.1199989","Königlich Essen","Maubelstr. 90","Brandenburg",NULL,"14776","Germany","43","36.8","15","0.0"
"10469","WHITC",1,"1997-03-10","1997-04-07","1997-03-14",1,"60.1800003","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","2","15.2","40","0.15"
"10469","WHITC",1,"1997-03-10","1997-04-07","1997-03-14",1,"60.1800003","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","16","13.9","35","0.15"
"10469","WHITC",1,"1997-03-10","1997-04-07","1997-03-14",1,"60.1800003","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","44","15.5","2","0.15"
"10470","BONAP",4,"1997-03-11","1997-04-08","1997-03-14",2,"64.5599976","Bon app'","12, rue des Bouchers","Marseille",NULL,"13008","France","18","50.0","30","0.0"
"10470","BONAP",4,"1997-03-11","1997-04-08","1997-03-14",2,"64.5599976","Bon app'","12, rue des Bouchers","Marseille",NULL,"13008","France","23","7.2","15","0.0"
"10470","BONAP",4,"1997-03-11","1997-04-08","1997-03-14",2,"64.5599976","Bon app'","12, rue des Bouchers","Marseille",NULL,"13008","France","64","26.6","8","0.0"
"10471","BSBEV",2,"1997-03-11","1997-04-08","1997-03-18",3,"45.5900002","B's Beverages","Fauntleroy Circus","London",NULL,"EC2 5NT","UK","7","24.0","30","0.0"
"10471","BSBEV",2,"1997-03-11","1997-04-08","1997-03-18",3,"45.5900002","B's Beverages","Fauntleroy Circus","London",NULL,"EC2 5NT","UK","56","30.4","20","0.0"
"10472","SEVES",8,"1997-03-12","1997-04-09","1997-03-19",1,"4.19999981","Seven Seas Imports","90 Wadhurst Rd.","London",NULL,"OX15 4NB","UK","24","3.6","80","0.05"
"10472","SEVES",8,"1997-03-12","1997-04-09","1997-03-19",1,"4.19999981","Seven Seas Imports","90 Wadhurst Rd.","London",NULL,"OX15 4NB","UK","51","42.4","18","0.0"
"10473","ISLAT",1,"1997-03-13","1997-03-27","1997-03-21",3,"16.3700008","Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK","33","2.0","12","0.0"
"10473","ISLAT",1,"1997-03-13","1997-03-27","1997-03-21",3,"16.3700008","Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK","71","17.2","12","0.0"
"10474","PERIC",5,"1997-03-13","1997-04-10","1997-03-21",2,"83.4899979","Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.",NULL,"05033","Mexico","14","18.6","12","0.0"
"10474","PERIC",5,"1997-03-13","1997-04-10","1997-03-21",2,"83.4899979","Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.",NULL,"05033","Mexico","28","36.4","18","0.0"
"10474","PERIC",5,"1997-03-13","1997-04-10","1997-03-21",2,"83.4899979","Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.",NULL,"05033","Mexico","40","14.7","21","0.0"
"10474","PERIC",5,"1997-03-13","1997-04-10","1997-03-21",2,"83.4899979","Pericles Comidas clásicas","Calle Dr. Jorge Cash 321","México D.F.",NULL,"05033","Mexico","75","6.2","10","0.0"
"10475","SUPRD",9,"1997-03-14","1997-04-11","1997-04-04",1,"68.5199966","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","31","10.0","35","0.15"
"10475","SUPRD",9,"1997-03-14","1997-04-11","1997-04-04",1,"68.5199966","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","66","13.6","60","0.15"
"10475","SUPRD",9,"1997-03-14","1997-04-11","1997-04-04",1,"68.5199966","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","76","14.4","42","0.15"
"10476","HILAA",8,"1997-03-17","1997-04-14","1997-03-24",3,"4.40999985","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","55","19.2","2","0.05"
"10476","HILAA",8,"1997-03-17","1997-04-14","1997-03-24",3,"4.40999985","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","70","12.0","12","0.0"
"10477","PRINI",5,"1997-03-17","1997-04-14","1997-03-25",2,"13.0200005","Princesa Isabel Vinhos","Estrada da saúde n. 58","Lisboa",NULL,"1756","Portugal","1","14.4","15","0.0"
"10477","PRINI",5,"1997-03-17","1997-04-14","1997-03-25",2,"13.0200005","Princesa Isabel Vinhos","Estrada da saúde n. 58","Lisboa",NULL,"1756","Portugal","21","8.0","21","0.25"
"10477","PRINI",5,"1997-03-17","1997-04-14","1997-03-25",2,"13.0200005","Princesa Isabel Vinhos","Estrada da saúde n. 58","Lisboa",NULL,"1756","Portugal","39","14.4","20","0.25"
"10478","VICTE",2,"1997-03-18","1997-04-01","1997-03-26",3,"4.80999994","Victuailles en stock","2, rue du Commerce","Lyon",NULL,"69004","France","10","24.8","20","0.05"
"10479","RATTC",3,"1997-03-19","1997-04-16","1997-03-21",3,"708.950012","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA","38","210.8","30","0.0"
"10479","RATTC",3,"1997-03-19","1997-04-16","1997-03-21",3,"708.950012","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA","53","26.2","28","0.0"
"10479","RATTC",3,"1997-03-19","1997-04-16","1997-03-21",3,"708.950012","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA","59","44.0","60","0.0"
"10479","RATTC",3,"1997-03-19","1997-04-16","1997-03-21",3,"708.950012","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA","64","26.6","30","0.0"
"10480","FOLIG",6,"1997-03-20","1997-04-17","1997-03-24",2,"1.35000002","Folies gourmandes","184, chaussée de Tournai","Lille",NULL,"59000","France","47","7.6","30","0.0"
"10480","FOLIG",6,"1997-03-20","1997-04-17","1997-03-24",2,"1.35000002","Folies gourmandes","184, chaussée de Tournai","Lille",NULL,"59000","France","59","44.0","12","0.0"
"10481","RICAR",8,"1997-03-20","1997-04-17","1997-03-25",2,"64.3300018","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil","49","16.0","24","0.0"
"10481","RICAR",8,"1997-03-20","1997-04-17","1997-03-25",2,"64.3300018","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil","60","27.2","40","0.0"
"10482","LAZYK",1,"1997-03-21","1997-04-18","1997-04-10",3,"7.48000002","Lazy K Kountry Store","12 Orchestra Terrace","Walla Walla","WA","99362","USA","40","14.7","10","0.0"
"10483","WHITC",7,"1997-03-24","1997-04-21","1997-04-25",2,"15.2799997","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","34","11.2","35","0.05"
"10483","WHITC",7,"1997-03-24","1997-04-21","1997-04-25",2,"15.2799997","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA","77","10.4","30","0.05"
"10484","BSBEV",3,"1997-03-24","1997-04-21","1997-04-01",3,"6.88000011","B's Beverages","Fauntleroy Circus","London",NULL,"EC2 5NT","UK","21","8.0","14","0.0"
"10484","BSBEV",3,"1997-03-24","1997-04-21","1997-04-01",3,"6.88000011","B's Beverages","Fauntleroy Circus","London",NULL,"EC2 5NT","UK","40","14.7","10","0.0"
"10484","BSBEV",3,"1997-03-24","1997-04-21","1997-04-01",3,"6.88000011","B's Beverages","Fauntleroy Circus","London",NULL,"EC2 5NT","UK","51","42.4","3","0.0"
"10485","LINOD",4,"1997-03-25","1997-04-08","1997-03-31",2,"64.4499969","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","2","15.2","20","0.1"
"10485","LINOD",4,"1997-03-25","1997-04-08","1997-03-31",2,"64.4499969","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","3","8.0","20","0.1"
"10485","LINOD",4,"1997-03-25","1997-04-08","1997-03-31",2,"64.4499969","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","55","19.2","30","0.1"
"10485","LINOD",4,"1997-03-25","1997-04-08","1997-03-31",2,"64.4499969","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela","70","12.0","60","0.1"
"10486","HILAA",1,"1997-03-26","1997-04-23","1997-04-02",2,"30.5300007","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","11","16.8","5","0.0"
"10486","HILAA",1,"1997-03-26","1997-04-23","1997-04-02",2,"30.5300007","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","51","42.4","25","0.0"
"10486","HILAA",1,"1997-03-26","1997-04-23","1997-04-02",2,"30.5300007","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","74","8.0","16","0.0"
"10487","QUEEN",2,"1997-03-26","1997-04-23","1997-03-28",2,"71.0699997","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","19","7.3","5","0.0"
"10487","QUEEN",2,"1997-03-26","1997-04-23","1997-03-28",2,"71.0699997","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","26","24.9","30","0.0"
"10487","QUEEN",2,"1997-03-26","1997-04-23","1997-03-28",2,"71.0699997","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","54","5.9","24","0.25"
"10488","FRANK",8,"1997-03-27","1997-04-24","1997-04-02",2,"4.92999983","Frankenversand","Berliner Platz 43","München",NULL,"80805","Germany","59","44.0","30","0.0"
"10488","FRANK",8,"1997-03-27","1997-04-24","1997-04-02",2,"4.92999983","Frankenversand","Berliner Platz 43","München",NULL,"80805","Germany","73","12.0","20","0.2"
"10489","PICCO",6,"1997-03-28","1997-04-25","1997-04-09",2,"5.28999996","Piccolo und mehr","Geislweg 14","Salzburg",NULL,"5020","Austria","11","16.8","15","0.25"
"10489","PICCO",6,"1997-03-28","1997-04-25","1997-04-09",2,"5.28999996","Piccolo und mehr","Geislweg 14","Salzburg",NULL,"5020","Austria","16","13.9","18","0.0"
"10490","HILAA",7,"1997-03-31","1997-04-28","1997-04-03",2,"210.190002","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","59","44.0","60","0.0"
"10490","HILAA",7,"1997-03-31","1997-04-28","1997-04-03",2,"210.190002","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","68","10.0","30","0.0"
"10490","HILAA",7,"1997-03-31","1997-04-28","1997-04-03",2,"210.190002","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","75","6.2","36","0.0"
"10491","FURIB",8,"1997-03-31","1997-04-28","1997-04-08",3,"16.9599991","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",NULL,"1675","Portugal","44","15.5","15","0.15"
"10491","FURIB",8,"1997-03-31","1997-04-28","1997-04-08",3,"16.9599991","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",NULL,"1675","Portugal","77","10.4","7","0.15"
"10492","BOTTM",3,"1997-04-01","1997-04-29","1997-04-11",1,"62.8899994","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","25","11.2","60","0.05"
"10492","BOTTM",3,"1997-04-01","1997-04-29","1997-04-11",1,"62.8899994","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","42","11.2","20","0.05"
"10493","LAMAI",4,"1997-04-02","1997-04-30","1997-04-10",3,"10.6400003","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",NULL,"31000","France","65","16.8","15","0.1"
"10493","LAMAI",4,"1997-04-02","1997-04-30","1997-04-10",3,"10.6400003","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse",NULL,"31000","France","66","13.6","10","0.1"
